customer_id,region,age_group,gender,last_order_date,total_orders,days_inactive,churn_status
15390,North America,25-34,Male,2010-11-08,2,396,Churned
15441,Europe,45-54,Female,2010-11-08,3,396,Churned
15617,Europe,35-44,Female,2010-11-08,3,396,Churned
16420,Europe,35-44,Female,2010-11-08,1,396,Churned
17000,Europe,45-54,Female,2010-11-08,2,396,Churned
17258,Europe,18-24,Female,2010-11-08,2,396,Churned
18098,Europe,35-44,Female,2010-11-08,1,396,Churned
12907,Europe,45-54,Female,2010-11-09,2,395,Churned
14275,Europe,25-34,Female,2010-11-09,6,395,Churned
14610,Europe,35-44,Female,2010-11-09,2,395,Churned
14899,Europe,18-24,Female,2010-11-09,1,395,Churned
15011,Europe,45-54,Female,2010-11-09,2,395,Churned
15635,Europe,35-44,Female,2010-11-09,1,395,Churned
16021,Europe,45-54,Male,2010-11-09,2,395,Churned
16381,Europe,45-54,Female,2010-11-09,2,395,Churned
16740,Europe,55+,Male,2010-11-09,1,395,Churned
16977,Europe,45-54,Male,2010-11-09,4,395,Churned
17208,Europe,35-44,Male,2010-11-09,1,395,Churned
17307,Europe,35-44,Female,2010-11-09,11,395,Churned
17363,Europe,25-34,Female,2010-11-09,3,395,Churned
17467,Europe,35-44,Female,2010-11-09,1,395,Churned
17476,Europe,25-34,Female,2010-11-09,2,395,Churned
17726,Europe,25-34,Male,2010-11-09,7,395,Churned
17807,Europe,45-54,Female,2010-11-09,3,395,Churned
17983,Europe,25-34,Male,2010-11-09,1,395,Churned
12666,Other,55+,Female,2010-11-10,1,394,Churned
12927,Europe,35-44,Female,2010-11-10,1,394,Churned
13096,Europe,35-44,Female,2010-11-10,1,394,Churned
13202,Europe,55+,Male,2010-11-10,7,394,Churned
13252,Europe,45-54,Other,2010-11-10,2,394,Churned
13671,Europe,45-54,Male,2010-11-10,1,394,Churned
13915,Europe,45-54,Female,2010-11-10,1,394,Churned
13945,Europe,35-44,Female,2010-11-10,2,394,Churned
14365,Europe,35-44,Female,2010-11-10,2,394,Churned
14399,Europe,25-34,Female,2010-11-10,8,394,Churned
14615,Europe,55+,Male,2010-11-10,5,394,Churned
15001,Europe,45-54,Male,2010-11-10,2,394,Churned
15131,Europe,55+,Female,2010-11-10,1,394,Churned
15890,Europe,35-44,Male,2010-11-10,5,394,Churned
16662,Europe,25-34,Female,2010-11-10,1,394,Churned
16868,Europe,45-54,Female,2010-11-10,3,394,Churned
17903,Europe,35-44,Female,2010-11-10,1,394,Churned
12803,Europe,18-24,Female,2010-11-11,1,393,Churned
13857,Europe,18-24,Female,2010-11-11,6,393,Churned
14922,Europe,45-54,Female,2010-11-11,2,393,Churned
15138,Europe,45-54,Female,2010-11-11,1,393,Churned
15842,Europe,25-34,Male,2010-11-11,2,393,Churned
16786,Europe,25-34,Male,2010-11-11,1,393,Churned
16797,Europe,45-54,Female,2010-11-11,5,393,Churned
16827,Europe,25-34,Female,2010-11-11,5,393,Churned
17308,Europe,18-24,Male,2010-11-11,2,393,Churned
17558,Europe,18-24,Female,2010-11-11,1,393,Churned
17688,Europe,35-44,Male,2010-11-11,1,393,Churned
17815,Europe,18-24,Female,2010-11-11,1,393,Churned
18057,Europe,45-54,Female,2010-11-11,3,393,Churned
13293,Europe,45-54,Male,2010-11-12,6,392,Churned
13961,Europe,35-44,Female,2010-11-12,1,392,Churned
15566,Europe,25-34,Female,2010-11-12,2,392,Churned
16199,Europe,45-54,Male,2010-11-12,7,392,Churned
17210,Europe,25-34,Male,2010-11-12,1,392,Churned
17803,Europe,25-34,Female,2010-11-12,1,392,Churned
18007,Europe,35-44,Female,2010-11-12,1,392,Churned
18054,Europe,25-34,Other,2010-11-12,1,392,Churned
13545,Europe,35-44,Female,2010-11-14,2,390,Churned
14559,Europe,25-34,Male,2010-11-14,1,390,Churned
14599,Europe,45-54,Female,2010-11-14,2,390,Churned
14807,Europe,18-24,Female,2010-11-14,2,390,Churned
15283,Europe,45-54,Female,2010-11-14,3,390,Churned
15726,Europe,35-44,Female,2010-11-14,1,390,Churned
16074,Europe,25-34,Male,2010-11-14,1,390,Churned
16687,Europe,35-44,Female,2010-11-14,1,390,Churned
17300,Europe,25-34,Female,2010-11-14,2,390,Churned
17497,Europe,35-44,Female,2010-11-14,2,390,Churned
17544,Europe,25-34,Female,2010-11-14,3,390,Churned
18063,Europe,35-44,Female,2010-11-14,2,390,Churned
12376,Europe,35-44,Other,2010-11-15,2,389,Churned
13582,Europe,25-34,Female,2010-11-15,2,389,Churned
14065,Europe,25-34,Other,2010-11-15,3,389,Churned
14358,Europe,25-34,Female,2010-11-15,2,389,Churned
14526,Europe,25-34,Female,2010-11-15,1,389,Churned
16087,Europe,25-34,Male,2010-11-15,5,389,Churned
16314,Europe,35-44,Female,2010-11-15,3,389,Churned
17106,Europe,18-24,Female,2010-11-15,1,389,Churned
17740,Europe,55+,Male,2010-11-15,6,389,Churned
17992,Europe,25-34,Female,2010-11-15,1,389,Churned
13624,Europe,35-44,Female,2010-11-16,1,388,Churned
13789,Europe,55+,Female,2010-11-16,1,388,Churned
13795,Europe,35-44,Female,2010-11-16,4,388,Churned
14192,Europe,55+,Male,2010-11-16,1,388,Churned
15161,Europe,35-44,Female,2010-11-16,1,388,Churned
15968,Europe,35-44,Female,2010-11-16,1,388,Churned
17689,Europe,25-34,Female,2010-11-16,2,388,Churned
13237,Europe,35-44,Female,2010-11-17,1,387,Churned
13605,Europe,25-34,Female,2010-11-17,2,387,Churned
13964,Europe,45-54,Female,2010-11-17,2,387,Churned
14417,Europe,35-44,Female,2010-11-17,1,387,Churned
14811,Europe,55+,Female,2010-11-17,1,387,Churned
15515,Europe,25-34,Female,2010-11-17,1,387,Churned
17200,Europe,18-24,Female,2010-11-17,4,387,Churned
17310,Europe,25-34,Female,2010-11-17,2,387,Churned
18195,Europe,45-54,Male,2010-11-17,1,387,Churned
18256,Europe,35-44,Female,2010-11-17,1,387,Churned
13665,Europe,35-44,Male,2010-11-18,3,386,Churned
13864,Europe,25-34,Female,2010-11-18,1,386,Churned
13970,Europe,35-44,Male,2010-11-18,2,386,Churned
13996,Europe,18-24,Female,2010-11-18,2,386,Churned
14405,Europe,55+,Female,2010-11-18,1,386,Churned
14614,Europe,18-24,Male,2010-11-18,1,386,Churned
16089,Europe,35-44,Female,2010-11-18,2,386,Churned
16588,Europe,35-44,Male,2010-11-18,4,386,Churned
16973,Europe,55+,Male,2010-11-18,1,386,Churned
17089,Europe,25-34,Female,2010-11-18,1,386,Churned
17355,Europe,25-34,Male,2010-11-18,1,386,Churned
17421,Europe,25-34,Male,2010-11-18,3,386,Churned
17776,Europe,55+,Female,2010-11-18,2,386,Churned
17868,Europe,45-54,Female,2010-11-18,1,386,Churned
12419,Europe,25-34,Female,2010-11-19,2,385,Churned
12629,Europe,35-44,Female,2010-11-19,2,385,Churned
12874,Europe,25-34,Male,2010-11-19,2,385,Churned
12978,Europe,25-34,Male,2010-11-19,5,385,Churned
13156,Europe,35-44,Female,2010-11-19,3,385,Churned
15846,Europe,45-54,Female,2010-11-19,1,385,Churned
16228,Europe,25-34,Female,2010-11-19,3,385,Churned
16346,Europe,25-34,Female,2010-11-19,1,385,Churned
16599,Europe,35-44,Male,2010-11-19,1,385,Churned
17241,Europe,25-34,Female,2010-11-19,12,385,Churned
17269,Europe,25-34,Female,2010-11-19,1,385,Churned
17493,Europe,55+,Female,2010-11-19,1,385,Churned
17532,Europe,18-24,Female,2010-11-19,1,385,Churned
17683,Europe,35-44,Female,2010-11-19,3,385,Churned
12807,Europe,55+,Female,2010-11-21,1,383,Churned
12858,Europe,45-54,Female,2010-11-21,1,383,Churned
12887,Europe,55+,Male,2010-11-21,1,383,Churned
13275,Europe,35-44,Female,2010-11-21,2,383,Churned
13550,Europe,55+,Female,2010-11-21,1,383,Churned
15155,Europe,35-44,Male,2010-11-21,1,383,Churned
15519,Europe,18-24,Female,2010-11-21,2,383,Churned
16501,Europe,55+,Female,2010-11-21,1,383,Churned
16946,Europe,25-34,Male,2010-11-21,5,383,Churned
17036,Europe,45-54,Female,2010-11-21,1,383,Churned
17275,Europe,25-34,Male,2010-11-21,1,383,Churned
17335,Europe,55+,Female,2010-11-21,2,383,Churned
13086,Europe,25-34,Male,2010-11-22,1,382,Churned
14134,Europe,35-44,Female,2010-11-22,15,382,Churned
14478,Europe,45-54,Male,2010-11-22,4,382,Churned
14994,Europe,18-24,Male,2010-11-22,5,382,Churned
15169,Europe,18-24,Male,2010-11-22,2,382,Churned
15377,Europe,25-34,Male,2010-11-22,4,382,Churned
15590,Europe,25-34,Female,2010-11-22,5,382,Churned
16252,Europe,35-44,Female,2010-11-22,1,382,Churned
16373,Europe,45-54,Female,2010-11-22,2,382,Churned
16972,Europe,35-44,Male,2010-11-22,2,382,Churned
17713,Europe,25-34,Female,2010-11-22,4,382,Churned
17782,Europe,45-54,Male,2010-11-22,2,382,Churned
12805,Europe,35-44,Female,2010-11-23,4,381,Churned
12880,Europe,35-44,Male,2010-11-23,2,381,Churned
12889,Europe,45-54,Male,2010-11-23,4,381,Churned
13181,Europe,25-34,Male,2010-11-23,1,381,Churned
13843,Europe,45-54,Female,2010-11-23,1,381,Churned
14202,Europe,35-44,Female,2010-11-23,3,381,Churned
14252,Europe,35-44,Male,2010-11-23,1,381,Churned
14679,Europe,25-34,Female,2010-11-23,3,381,Churned
14926,Europe,45-54,Female,2010-11-23,2,381,Churned
16001,Europe,25-34,Male,2010-11-23,1,381,Churned
16155,Europe,55+,Female,2010-11-23,5,381,Churned
16437,Europe,25-34,Female,2010-11-23,2,381,Churned
16821,Europe,25-34,Male,2010-11-23,1,381,Churned
16935,Europe,45-54,Female,2010-11-23,3,381,Churned
17098,Europe,35-44,Male,2010-11-23,3,381,Churned
17598,Europe,35-44,Female,2010-11-23,1,381,Churned
17766,Europe,55+,Male,2010-11-23,2,381,Churned
17872,Europe,45-54,Female,2010-11-23,1,381,Churned
18047,Europe,45-54,Female,2010-11-23,2,381,Churned
13554,Europe,25-34,Female,2010-11-24,7,380,Churned
14458,Europe,45-54,Male,2010-11-24,1,380,Churned
15173,Europe,18-24,Female,2010-11-24,7,380,Churned
15476,Europe,55+,Female,2010-11-24,4,380,Churned
15509,Europe,45-54,Male,2010-11-24,1,380,Churned
15902,Europe,25-34,Female,2010-11-24,1,380,Churned
16489,Europe,25-34,Female,2010-11-24,2,380,Churned
16699,Europe,35-44,Female,2010-11-24,7,380,Churned
17998,Europe,55+,Female,2010-11-24,3,380,Churned
18076,Europe,45-54,Female,2010-11-24,1,380,Churned
12385,Europe,35-44,Female,2010-11-25,1,379,Churned
12961,Europe,25-34,Female,2010-11-25,1,379,Churned
13019,Europe,35-44,Female,2010-11-25,6,379,Churned
13958,Europe,35-44,Female,2010-11-25,8,379,Churned
13987,Europe,35-44,Female,2010-11-25,2,379,Churned
14627,Europe,45-54,Female,2010-11-25,1,379,Churned
14721,Europe,25-34,Female,2010-11-25,1,379,Churned
15020,Europe,35-44,Female,2010-11-25,1,379,Churned
15084,Europe,35-44,Female,2010-11-25,2,379,Churned
15495,Europe,18-24,Male,2010-11-25,1,379,Churned
15728,Europe,45-54,Male,2010-11-25,2,379,Churned
15936,Europe,25-34,Female,2010-11-25,2,379,Churned
15961,Europe,35-44,Male,2010-11-25,1,379,Churned
16231,Europe,25-34,Female,2010-11-25,4,379,Churned
16874,Europe,25-34,Female,2010-11-25,1,379,Churned
17167,Europe,18-24,Female,2010-11-25,3,379,Churned
17342,Europe,35-44,Female,2010-11-25,4,379,Churned
17882,Europe,25-34,Female,2010-11-25,2,379,Churned
17989,Europe,45-54,Female,2010-11-25,1,379,Churned
17996,Europe,25-34,Female,2010-11-25,3,379,Churned
18025,Europe,25-34,Female,2010-11-25,6,379,Churned
13891,Europe,55+,Male,2010-11-26,3,378,Churned
15638,Europe,35-44,Female,2010-11-26,6,378,Churned
15914,Europe,55+,Female,2010-11-26,2,378,Churned
16138,Europe,25-34,Female,2010-11-26,3,378,Churned
16254,Europe,35-44,Male,2010-11-26,3,378,Churned
16262,Europe,18-24,Female,2010-11-26,1,378,Churned
17283,Europe,25-34,Female,2010-11-26,1,378,Churned
17952,Europe,25-34,Female,2010-11-26,4,378,Churned
18031,Europe,25-34,Male,2010-11-26,1,378,Churned
12605,Europe,25-34,Female,2010-11-28,3,376,Churned
13254,Europe,35-44,Female,2010-11-28,1,376,Churned
13542,Europe,35-44,Female,2010-11-28,17,376,Churned
14454,Europe,35-44,Male,2010-11-28,5,376,Churned
14986,Europe,35-44,Female,2010-11-28,2,376,Churned
15037,Europe,18-24,Female,2010-11-28,2,376,Churned
15446,Europe,25-34,Male,2010-11-28,3,376,Churned
15580,Europe,25-34,Female,2010-11-28,8,376,Churned
15583,Europe,25-34,Female,2010-11-28,1,376,Churned
16421,Europe,25-34,Female,2010-11-28,3,376,Churned
17150,Europe,25-34,Female,2010-11-28,6,376,Churned
17322,Europe,25-34,Male,2010-11-28,5,376,Churned
17607,Europe,25-34,Male,2010-11-28,1,376,Churned
17804,Europe,35-44,Female,2010-11-28,3,376,Churned
18003,Europe,55+,Male,2010-11-28,1,376,Churned
12351,Other,25-34,Female,2010-11-29,1,375,Churned
12767,Other,35-44,Other,2010-11-29,1,375,Churned
12870,Europe,18-24,Female,2010-11-29,3,375,Churned
12996,Europe,25-34,Female,2010-11-29,1,375,Churned
14119,Europe,18-24,Female,2010-11-29,2,375,Churned
14170,Europe,35-44,Female,2010-11-29,3,375,Churned
14510,Europe,25-34,Female,2010-11-29,3,375,Churned
15404,Europe,18-24,Female,2010-11-29,1,375,Churned
15828,Europe,45-54,Male,2010-11-29,1,375,Churned
15989,Europe,45-54,Female,2010-11-29,2,375,Churned
16194,Europe,25-34,Female,2010-11-29,1,375,Churned
16355,Europe,35-44,Male,2010-11-29,1,375,Churned
17547,Europe,55+,Male,2010-11-29,2,375,Churned
17756,Europe,18-24,Other,2010-11-29,3,375,Churned
17814,Europe,25-34,Female,2010-11-29,2,375,Churned
18002,Europe,45-54,Female,2010-11-29,4,375,Churned
13010,Europe,45-54,Male,2010-11-30,2,374,Churned
13444,Europe,25-34,Male,2010-11-30,2,374,Churned
13693,Europe,25-34,Female,2010-11-30,9,374,Churned
14605,Europe,18-24,Female,2010-11-30,4,374,Churned
15960,Europe,18-24,Male,2010-11-30,4,374,Churned
16223,Europe,25-34,Male,2010-11-30,2,374,Churned
17170,Europe,25-34,Male,2010-11-30,2,374,Churned
17281,Europe,45-54,Other,2010-11-30,6,374,Churned
17378,Europe,25-34,Male,2010-11-30,1,374,Churned
17820,Europe,35-44,Male,2010-11-30,1,374,Churned
17826,Europe,45-54,Female,2010-11-30,1,374,Churned
18039,Europe,18-24,Female,2010-11-30,4,374,Churned
12791,Europe,45-54,Female,2010-12-01,5,373,Churned
13065,Europe,45-54,Female,2010-12-01,5,373,Churned
13747,Europe,45-54,Male,2010-12-01,2,373,Churned
14142,Europe,25-34,Other,2010-12-01,2,373,Churned
14237,Europe,45-54,Female,2010-12-01,2,373,Churned
14729,Europe,35-44,Female,2010-12-01,3,373,Churned
15165,Europe,45-54,Female,2010-12-01,1,373,Churned
15350,Europe,45-54,Female,2010-12-01,2,373,Churned
15922,Europe,25-34,Male,2010-12-01,1,373,Churned
16048,Europe,45-54,Female,2010-12-01,4,373,Churned
16274,Europe,35-44,Male,2010-12-01,1,373,Churned
16583,Europe,55+,Male,2010-12-01,2,373,Churned
17643,Europe,25-34,Female,2010-12-01,2,373,Churned
17908,Europe,25-34,Male,2010-12-01,5,373,Churned
17968,Europe,25-34,Male,2010-12-01,4,373,Churned
18011,Europe,55+,Female,2010-12-01,2,373,Churned
18074,Europe,18-24,Female,2010-12-01,2,373,Churned
12738,Europe,45-54,Male,2010-12-02,1,372,Churned
12855,Europe,35-44,Female,2010-12-02,4,372,Churned
13011,Europe,35-44,Male,2010-12-02,1,372,Churned
13108,Europe,35-44,Female,2010-12-02,2,372,Churned
14576,Europe,35-44,Male,2010-12-02,1,372,Churned
15070,Europe,18-24,Male,2010-12-02,3,372,Churned
15363,Europe,35-44,Female,2010-12-02,2,372,Churned
15923,Europe,35-44,Female,2010-12-02,1,372,Churned
16510,Europe,35-44,Female,2010-12-02,6,372,Churned
16752,Europe,25-34,Female,2010-12-02,1,372,Churned
16754,Europe,18-24,Female,2010-12-02,29,372,Churned
16781,Europe,25-34,Male,2010-12-02,2,372,Churned
17732,Europe,18-24,Male,2010-12-02,8,372,Churned
17850,Europe,25-34,Female,2010-12-02,155,372,Churned
17855,Europe,55+,Female,2010-12-02,1,372,Churned
17925,Europe,35-44,Male,2010-12-02,1,372,Churned
17976,Europe,45-54,Female,2010-12-02,1,372,Churned
12686,Europe,25-34,Male,2010-12-03,1,371,Churned
12725,Europe,18-24,Female,2010-12-03,3,371,Churned
13370,Europe,35-44,Male,2010-12-03,1,371,Churned
14589,Europe,25-34,Female,2010-12-03,1,371,Churned
16926,Europe,35-44,Female,2010-12-03,5,371,Churned
17967,Europe,45-54,Female,2010-12-03,2,371,Churned
14813,Europe,55+,Female,2010-12-05,4,369,Churned
15880,Europe,25-34,Female,2010-12-05,1,369,Churned
16718,Europe,18-24,Male,2010-12-05,5,369,Churned
15899,Europe,55+,Female,2010-12-06,1,368,Churned
16658,Europe,25-34,Female,2010-12-06,5,368,Churned
16858,Europe,25-34,Female,2010-12-06,10,368,Churned
17860,Europe,25-34,Female,2010-12-06,4,368,Churned
18113,Europe,45-54,Female,2010-12-06,1,368,Churned
13786,Europe,25-34,Female,2010-12-07,6,367,Churned
13807,Europe,35-44,Female,2010-12-07,3,367,Churned
15180,Europe,25-34,Male,2010-12-07,3,367,Churned
16125,Europe,45-54,Female,2010-12-07,14,367,Churned
18119,Europe,25-34,Female,2010-12-07,1,367,Churned
12441,Europe,35-44,Female,2010-12-08,1,366,Churned
13270,Europe,25-34,Female,2010-12-08,1,366,Churned
14821,Europe,25-34,Female,2010-12-08,7,366,Churned
15221,Europe,18-24,Female,2010-12-08,4,366,Churned
15332,Other,55+,Female,2010-12-08,6,366,Churned
15347,Europe,35-44,Female,2010-12-08,4,366,Churned
15973,Europe,35-44,Male,2010-12-08,2,366,Churned
16679,Europe,18-24,Female,2010-12-08,3,366,Churned
16893,Europe,35-44,Female,2010-12-08,2,366,Churned
18269,Europe,45-54,Male,2010-12-08,1,366,Churned
12797,Europe,25-34,Female,2010-12-09,2,365,Churned
13369,Europe,45-54,Female,2010-12-09,1,365,Churned
14355,Europe,35-44,Male,2010-12-09,3,365,Churned
14437,Europe,45-54,Male,2010-12-09,5,365,Churned
14932,Europe,35-44,Male,2010-12-09,2,365,Churned
15945,Europe,25-34,Female,2010-12-09,4,365,Churned
16065,Europe,35-44,Male,2010-12-09,8,365,Churned
16795,Europe,35-44,Female,2010-12-09,3,365,Churned
17456,Europe,35-44,Male,2010-12-09,2,365,Churned
17978,Europe,35-44,Male,2010-12-09,4,365,Churned
12785,Europe,45-54,Female,2010-12-10,3,364,Churned
14082,Europe,25-34,Male,2010-12-10,2,364,Churned
15723,Europe,45-54,Female,2010-12-10,4,364,Churned
16565,Europe,18-24,Male,2010-12-10,4,364,Churned
16727,Europe,55+,Female,2010-12-10,4,364,Churned
17880,Europe,35-44,Female,2010-12-10,3,364,Churned
14413,Europe,25-34,Male,2010-12-12,3,362,Churned
15454,Europe,18-24,Male,2010-12-12,2,362,Churned
15503,Europe,45-54,Male,2010-12-12,2,362,Churned
16665,Europe,35-44,Female,2010-12-12,1,362,Churned
17251,Europe,45-54,Female,2010-12-12,3,362,Churned
18004,Europe,55+,Female,2010-12-12,1,362,Churned
15361,Europe,45-54,Female,2010-12-13,4,361,Churned
17303,Europe,25-34,Male,2010-12-13,1,361,Churned
17524,Europe,18-24,Female,2010-12-13,3,361,Churned
13948,Europe,45-54,Female,2010-12-14,4,360,Churned
16202,Europe,35-44,Female,2010-12-14,9,360,Churned
16499,Europe,25-34,Female,2010-12-14,8,360,Churned
16812,Europe,25-34,Female,2010-12-14,4,360,Churned
17194,Europe,25-34,Female,2010-12-14,2,360,Churned
13295,Europe,35-44,Male,2010-12-15,4,359,Churned
17525,Europe,35-44,Female,2010-12-15,3,359,Churned
17551,Europe,35-44,Female,2010-12-15,1,359,Churned
17752,Europe,25-34,Male,2010-12-15,1,359,Churned
18050,Europe,45-54,Female,2010-12-15,2,359,Churned
12967,Europe,18-24,Female,2010-12-16,3,358,Churned
13874,Europe,35-44,Female,2010-12-16,7,358,Churned
14373,Europe,25-34,Male,2010-12-16,1,358,Churned
15224,Europe,35-44,Female,2010-12-16,5,358,Churned
15789,Europe,25-34,Male,2010-12-16,6,358,Churned
17496,Europe,45-54,Male,2010-12-16,4,358,Churned
17691,Europe,25-34,Female,2010-12-16,4,358,Churned
18176,Europe,35-44,Male,2010-12-16,1,358,Churned
12551,Europe,25-34,Female,2010-12-17,1,357,Churned
13033,Europe,25-34,Male,2010-12-17,2,357,Churned
15160,Europe,25-34,Other,2010-12-17,4,357,Churned
15204,Europe,25-34,Female,2010-12-17,1,357,Churned
17343,Europe,55+,Female,2010-12-19,6,355,Churned
13564,Europe,18-24,Female,2010-12-20,36,354,Churned
15279,Europe,55+,Female,2010-12-20,5,354,Churned
15460,Europe,35-44,Female,2010-12-20,1,354,Churned
12515,Europe,25-34,Female,2010-12-21,1,353,Churned
16270,Europe,25-34,Female,2010-12-21,1,353,Churned
12734,Europe,25-34,Female,2010-12-22,3,352,Churned
13304,Europe,35-44,Female,2010-12-23,4,351,Churned
13922,Europe,35-44,Female,2010-12-23,3,351,Churned
15562,Europe,35-44,Female,2010-12-23,3,351,Churned
16282,Europe,25-34,Female,2011-01-04,3,339,Churned
15266,Europe,55+,Male,2011-01-05,5,338,Churned
15464,Europe,55+,Female,2011-01-05,1,338,Churned
12386,Asia-Pacific,35-44,Female,2011-01-06,2,337,Churned
13187,Europe,45-54,Female,2011-01-06,4,337,Churned
12489,Europe,55+,Female,2011-01-07,1,336,Churned
12501,Europe,25-34,Male,2011-01-07,1,336,Churned
12829,Europe,55+,Female,2011-01-07,3,336,Churned
14889,Europe,45-54,Female,2011-01-07,1,336,Churned
15607,Europe,25-34,Female,2011-01-07,9,336,Churned
15649,Europe,35-44,Female,2011-01-07,4,336,Churned
12651,Europe,35-44,Female,2011-01-09,4,334,Churned
12793,Europe,18-24,Male,2011-01-09,3,334,Churned
17128,Europe,35-44,Female,2011-01-09,1,334,Churned
18032,Europe,35-44,Female,2011-01-09,1,334,Churned
15100,Europe,25-34,Female,2011-01-10,7,333,Churned
15326,Europe,18-24,Female,2011-01-10,5,333,Churned
16850,Europe,45-54,Female,2011-01-10,1,333,Churned
17406,Europe,25-34,Male,2011-01-10,13,333,Churned
12736,Europe,35-44,Male,2011-01-11,1,332,Churned
13144,Europe,55+,Female,2011-01-11,2,332,Churned
15346,Europe,45-54,Male,2011-01-11,3,332,Churned
16351,Europe,25-34,Male,2011-01-11,13,332,Churned
17569,Europe,45-54,Male,2011-01-11,1,332,Churned
12652,Europe,18-24,Female,2011-01-12,2,331,Churned
14185,Europe,25-34,Male,2011-01-12,1,331,Churned
14270,Europe,45-54,Female,2011-01-12,1,331,Churned
15171,Europe,35-44,Female,2011-01-12,1,331,Churned
13284,Europe,45-54,Male,2011-01-13,1,330,Churned
15447,Europe,25-34,Male,2011-01-13,5,330,Churned
15510,Europe,18-24,Female,2011-01-13,1,330,Churned
16315,Europe,25-34,Male,2011-01-13,2,330,Churned
18085,Europe,45-54,Female,2011-01-13,4,330,Churned
12672,Europe,25-34,Female,2011-01-14,2,329,Churned
13385,Europe,18-24,Male,2011-01-14,1,329,Churned
18106,Europe,25-34,Female,2011-01-14,6,329,Churned
12872,Europe,45-54,Male,2011-01-17,12,326,Churned
13859,Europe,25-34,Male,2011-01-17,2,326,Churned
14238,Europe,35-44,Female,2011-01-17,3,326,Churned
15316,Europe,45-54,Female,2011-01-17,1,326,Churned
18212,Europe,25-34,Male,2011-01-17,2,326,Churned
12346,Europe,25-34,Male,2011-01-18,3,325,Churned
13898,Europe,35-44,Female,2011-01-18,2,325,Churned
15395,Europe,25-34,Female,2011-01-18,1,325,Churned
18233,Europe,55+,Female,2011-01-18,1,325,Churned
12665,Europe,18-24,Female,2011-01-19,3,324,Churned
14090,Europe,55+,Male,2011-01-19,1,324,Churned
12402,Europe,55+,Female,2011-01-20,6,323,Churned
13008,Europe,35-44,Female,2011-01-20,3,323,Churned
15262,Europe,25-34,Male,2011-01-20,3,323,Churned
15422,Europe,25-34,Female,2011-01-20,7,323,Churned
17862,Europe,45-54,Male,2011-01-20,4,323,Churned
15174,Europe,45-54,Female,2011-01-21,2,322,Churned
16387,Europe,35-44,Female,2011-01-21,5,322,Churned
17094,Europe,55+,Male,2011-01-21,2,322,Churned
17890,Europe,25-34,Female,2011-01-21,2,322,Churned
14068,Europe,25-34,Male,2011-01-23,4,320,Churned
15167,Europe,35-44,Male,2011-01-23,5,320,Churned
17714,Europe,55+,Female,2011-01-23,5,320,Churned
13551,Europe,25-34,Female,2011-01-24,2,319,Churned
14130,Europe,25-34,Female,2011-01-24,4,319,Churned
14368,Europe,45-54,Male,2011-01-24,1,319,Churned
14439,Europe,35-44,Female,2011-01-24,5,319,Churned
14782,Europe,18-24,Male,2011-01-24,1,319,Churned
15052,Europe,35-44,Male,2011-01-24,1,319,Churned
15820,Europe,45-54,Female,2011-01-24,1,319,Churned
13002,Europe,55+,Female,2011-01-25,3,318,Churned
13615,Europe,35-44,Female,2011-01-25,8,318,Churned
13703,Europe,45-54,Female,2011-01-25,2,318,Churned
14248,Europe,25-34,Male,2011-01-25,3,318,Churned
15213,Europe,25-34,Female,2011-01-25,2,318,Churned
15222,Europe,35-44,Male,2011-01-25,11,318,Churned
16222,Europe,35-44,Male,2011-01-25,2,318,Churned
16757,Europe,35-44,Male,2011-01-25,2,318,Churned
12591,Europe,55+,Female,2011-01-26,3,317,Churned
15661,Europe,45-54,Other,2011-01-26,8,317,Churned
16124,Europe,25-34,Female,2011-01-26,4,317,Churned
16714,Europe,55+,Male,2011-01-26,3,317,Churned
17118,Europe,55+,Female,2011-01-26,1,317,Churned
12764,Middle East,25-34,Other,2011-01-27,1,316,Churned
13328,Europe,45-54,Male,2011-01-27,1,316,Churned
13506,Europe,35-44,Male,2011-01-27,5,316,Churned
12377,Europe,25-34,Female,2011-01-28,4,315,Churned
12574,Europe,25-34,Female,2011-01-28,1,315,Churned
12735,Europe,35-44,Female,2011-01-28,2,315,Churned
13161,Europe,35-44,Female,2011-01-30,2,313,Churned
15415,Europe,18-24,Female,2011-01-30,1,313,Churned
17062,Europe,25-34,Female,2011-01-30,6,313,Churned
17431,Europe,35-44,Female,2011-01-30,1,313,Churned
13600,Europe,55+,Female,2011-01-31,2,312,Churned
15448,Europe,35-44,Female,2011-01-31,2,312,Churned
15881,Europe,25-34,Male,2011-01-31,5,312,Churned
16403,Europe,35-44,Female,2011-01-31,1,312,Churned
17239,Europe,25-34,Female,2011-01-31,4,312,Churned
17619,Europe,45-54,Male,2011-01-31,1,312,Churned
18095,Europe,25-34,Female,2011-01-31,5,312,Churned
12373,Europe,35-44,Female,2011-02-01,3,311,Churned
12929,Europe,25-34,Female,2011-02-01,1,311,Churned
13494,Europe,35-44,Male,2011-02-01,1,311,Churned
14496,Europe,55+,Female,2011-02-01,7,311,Churned
14549,Europe,35-44,Male,2011-02-01,4,311,Churned
14850,Europe,35-44,Female,2011-02-01,7,311,Churned
15107,Europe,18-24,Male,2011-02-01,9,311,Churned
15940,Europe,35-44,Other,2011-02-01,1,311,Churned
17356,Europe,55+,Female,2011-02-01,5,311,Churned
12350,Europe,25-34,Female,2011-02-02,1,310,Churned
12559,Europe,25-34,Female,2011-02-02,2,310,Churned
