customer_id,total_orders,total_spend,aov,first_order,last_order,active_days
13110,12,2957.47,246.46,2009-12-01,2011-11-08,707
16736,5,2956.56,591.31,2009-12-03,2010-07-22,231
12826,12,2955.75,246.31,2009-12-18,2011-12-07,719
12877,20,2955.17,147.76,2010-01-18,2011-12-06,687
14867,16,2952.06,184.5,2009-12-05,2011-06-07,549
13253,4,2951.11,737.78,2010-01-05,2011-07-06,547
13764,6,2942.31,490.38,2010-03-07,2011-09-30,572
15757,6,2940.36,490.06,2010-06-10,2011-10-05,482
17588,7,2939.55,419.94,2010-03-12,2011-08-31,537
15235,16,2937.81,183.61,2010-11-16,2011-05-06,171
14524,13,2933.71,225.67,2010-10-19,2011-11-08,385
15312,12,2930.19,244.18,2009-12-16,2011-09-25,648
13890,14,2927.38,209.1,2009-12-06,2011-12-08,732
15862,13,2923.14,224.86,2009-12-17,2011-12-01,714
12906,5,2919.81,583.96,2011-09-22,2011-11-28,67
16358,5,2919.65,583.93,2010-11-10,2011-12-08,393
17032,5,2916.97,583.39,2009-12-10,2010-04-15,126
15392,7,2911.62,415.95,2010-10-04,2011-12-05,427
13784,14,2910.23,207.87,2010-09-15,2011-11-30,441
13455,6,2905.93,484.32,2009-12-09,2011-11-15,706
14233,7,2904.27,414.9,2010-03-05,2011-10-21,595
16755,7,2900.58,414.37,2009-12-09,2011-08-17,616
14404,13,2899.11,223.01,2009-12-20,2011-11-06,686
17320,6,2895.77,482.63,2010-01-21,2011-08-31,587
15100,7,2894.7,413.53,2010-01-07,2011-01-10,368
17242,5,2889.28,577.86,2010-01-24,2011-08-23,576
13501,3,2885.11,961.7,2010-05-18,2011-02-24,282
16633,6,2883.1,480.52,2011-04-19,2011-11-22,217
14251,5,2879.7,575.94,2011-10-13,2011-12-08,56
18170,9,2878.0,319.78,2010-01-08,2011-11-06,667
14005,5,2874.72,574.94,2011-05-08,2011-11-30,206
16467,7,2869.16,409.88,2009-12-02,2010-07-19,229
14711,11,2868.8,260.8,2011-03-22,2011-11-29,252
16711,9,2868.48,318.72,2009-12-02,2011-12-06,734
16229,6,2867.86,477.98,2010-05-24,2011-09-13,477
16225,15,2867.41,191.16,2010-02-07,2011-10-26,626
16086,10,2864.99,286.5,2009-12-02,2011-10-11,678
14758,7,2864.97,409.28,2010-04-08,2011-07-18,466
16062,8,2863.45,357.93,2010-06-21,2011-11-30,527
14875,3,2862.4,954.13,2010-09-24,2011-08-24,334
16979,9,2859.74,317.75,2010-09-15,2011-12-06,447
15043,6,2858.8,476.47,2010-06-24,2011-11-08,502
14035,9,2856.72,317.41,2010-04-06,2011-11-11,584
13728,16,2855.17,178.45,2009-12-09,2011-11-03,694
14935,2,2849.83,1424.91,2010-03-30,2011-02-15,322
16163,6,2849.58,474.93,2009-12-02,2011-04-21,505
13032,9,2843.55,315.95,2010-09-05,2011-10-18,408
16554,8,2841.72,355.21,2009-12-15,2011-10-28,682
13477,11,2834.17,257.65,2010-01-25,2011-11-02,646
15563,6,2828.0,471.33,2010-01-28,2011-11-17,658
17368,14,2826.14,201.87,2009-12-15,2011-11-16,701
14842,4,2824.69,706.17,2011-02-04,2011-10-27,265
16407,14,2821.65,201.55,2010-10-03,2011-11-27,420
13719,11,2814.27,255.84,2010-05-17,2011-11-24,556
15660,15,2812.99,187.53,2010-02-05,2011-11-14,647
17386,7,2812.77,401.82,2010-11-19,2011-12-02,378
16871,6,2812.34,468.72,2011-03-14,2011-11-17,248
14903,5,2810.63,562.13,2011-03-06,2011-11-18,257
13330,6,2806.18,467.7,2010-02-23,2011-09-08,562
15797,5,2806.08,561.22,2010-01-27,2011-08-18,568
16817,13,2804.9,215.76,2010-10-04,2011-12-07,429
17470,11,2804.87,254.99,2010-07-19,2011-10-26,464
14869,6,2804.24,467.37,2009-12-16,2011-12-01,715
13799,9,2803.57,311.51,2010-03-05,2011-08-15,528
13205,1,2803.2,2803.2,2010-09-22,2010-09-22,0
16764,13,2799.25,215.33,2011-07-19,2011-12-06,140
12863,6,2792.55,465.43,2010-04-29,2011-10-18,537
15993,7,2788.87,398.41,2011-10-26,2011-12-01,36
15073,8,2788.02,348.5,2010-01-27,2011-11-30,672
15021,12,2783.83,231.99,2010-07-29,2011-12-01,490
17790,20,2783.61,139.18,2010-06-13,2011-11-13,518
14121,4,2780.15,695.04,2011-10-11,2011-12-06,56
16104,9,2778.61,308.73,2009-12-06,2011-10-09,672
17591,8,2776.67,347.08,2010-01-17,2011-09-27,618
16335,7,2774.0,396.29,2009-12-04,2010-06-06,184
17031,6,2773.85,462.31,2010-05-07,2011-11-28,570
12391,6,2773.42,462.24,2010-02-15,2011-11-18,641
13695,16,2770.73,173.17,2010-05-11,2011-11-08,546
17720,10,2768.91,276.89,2010-05-10,2011-11-13,552
18210,7,2768.83,395.55,2010-11-22,2011-12-08,381
14696,8,2767.9,345.99,2010-10-14,2011-12-05,417
15817,3,2766.4,922.13,2010-06-14,2010-10-15,123
13736,7,2766.21,395.17,2009-12-06,2011-12-04,728
17676,10,2765.84,276.58,2010-03-30,2011-12-05,615
17115,7,2761.49,394.5,2009-12-05,2011-12-01,726
17262,11,2757.62,250.69,2009-12-15,2011-10-18,672
17490,9,2750.5,305.61,2010-05-19,2011-12-09,569
14665,7,2749.65,392.81,2010-04-26,2011-10-10,532
12982,8,2744.81,343.1,2010-04-12,2011-04-11,364
17241,12,2744.14,228.68,2010-02-15,2010-11-19,277
15841,9,2742.41,304.71,2009-12-10,2011-09-28,657
16434,12,2741.74,228.48,2010-01-17,2011-11-10,662
14808,8,2741.17,342.65,2011-06-20,2011-10-31,133
14125,3,2740.43,913.48,2011-09-22,2011-11-29,68
15389,5,2733.8,546.76,2010-01-27,2011-06-20,509
15111,5,2730.87,546.17,2010-04-26,2011-11-10,563
18283,22,2730.7,124.12,2010-02-19,2011-12-06,655
12986,10,2729.84,272.98,2010-01-21,2010-10-07,259
13211,10,2729.32,272.93,2009-12-06,2011-11-29,723
16190,8,2723.55,340.44,2009-12-14,2011-10-30,685
15985,7,2715.28,387.9,2010-05-27,2011-08-08,438
16232,7,2712.97,387.57,2010-06-07,2011-10-27,507
16359,16,2697.75,168.61,2010-02-16,2011-12-02,654
18173,5,2696.36,539.27,2010-04-06,2011-09-14,526
17388,11,2691.57,244.69,2009-12-10,2011-09-23,652
12820,11,2689.52,244.5,2009-12-05,2011-12-06,731
15910,15,2681.8,178.79,2010-01-21,2011-12-09,687
12374,3,2669.22,889.74,2010-04-30,2011-11-14,563
14496,7,2668.23,381.18,2010-03-16,2011-02-01,322
16369,7,2662.73,380.39,2010-04-07,2011-11-21,593
13473,8,2657.76,332.22,2009-12-15,2011-10-10,664
15671,7,2657.13,379.59,2011-03-14,2011-11-21,252
15157,5,2654.11,530.82,2009-12-10,2011-12-06,726
14756,3,2653.76,884.59,2010-10-11,2011-11-24,409
14410,11,2650.14,240.92,2010-09-28,2011-09-08,345
17744,7,2649.14,378.45,2010-11-24,2011-12-06,377
13203,10,2648.25,264.82,2009-12-17,2011-11-30,713
16618,5,2647.59,529.52,2011-01-21,2011-11-08,291
13117,18,2643.81,146.88,2010-03-26,2011-11-18,602
13819,6,2642.35,440.39,2009-12-01,2011-02-11,437
15814,6,2634.44,439.07,2010-04-15,2011-11-23,587
16276,3,2629.39,876.46,2010-04-11,2011-06-16,431
13173,11,2629.35,239.03,2009-12-10,2011-12-05,725
14548,9,2627.49,291.94,2009-12-06,2011-07-12,583
13422,1,2626.3,2626.3,2011-10-06,2011-10-06,0
12635,4,2624.41,656.1,2010-09-09,2011-09-11,367
13644,4,2624.26,656.07,2011-08-26,2011-11-23,89
12671,1,2622.48,2622.48,2010-04-12,2010-04-12,0
14573,13,2621.42,201.65,2010-01-08,2011-06-13,521
15142,6,2619.92,436.65,2010-07-27,2011-10-24,454
14262,8,2618.23,327.28,2011-04-13,2011-12-01,232
17043,8,2616.55,327.07,2009-12-09,2011-11-07,698
14195,6,2615.6,435.93,2010-03-15,2011-05-22,433
15426,9,2615.39,290.6,2010-05-02,2011-11-20,567
14431,4,2614.2,653.55,2010-01-21,2011-02-10,385
13700,13,2613.46,201.04,2010-02-07,2011-11-13,644
14397,19,2612.96,137.52,2011-05-10,2011-12-07,211
14564,2,2605.62,1302.81,2009-12-04,2010-10-01,301
17787,4,2601.47,650.37,2010-12-03,2011-07-10,219
17317,3,2600.34,866.78,2011-09-11,2011-10-24,43
15826,4,2598.28,649.57,2010-05-20,2011-10-14,512
12473,3,2596.23,865.41,2011-06-01,2011-10-17,138
14163,5,2594.62,518.92,2010-09-03,2011-09-13,375
14229,7,2594.04,370.58,2010-08-25,2011-10-19,420
14129,9,2591.34,287.93,2010-05-09,2011-12-08,578
14147,9,2590.2,287.8,2010-03-09,2011-09-22,562
16206,13,2589.57,199.2,2010-01-24,2011-10-16,630
15062,8,2585.62,323.2,2010-04-08,2011-09-29,539
15033,10,2583.37,258.34,2011-01-14,2011-12-05,325
12456,3,2581.04,860.35,2011-03-30,2011-10-26,210
16244,2,2579.38,1289.69,2010-12-02,2011-05-12,161
16499,8,2578.34,322.29,2010-06-11,2010-12-14,186
16115,12,2575.14,214.59,2010-05-14,2011-11-30,565
12685,6,2575.08,429.18,2011-09-07,2011-11-11,65
17095,7,2572.25,367.46,2009-12-15,2011-11-17,702
14745,12,2571.81,214.32,2010-03-12,2011-08-19,525
17002,7,2571.55,367.36,2010-03-08,2011-09-15,556
13652,5,2570.85,514.17,2010-02-25,2011-10-25,607
13151,3,2570.24,856.75,2010-03-22,2011-02-17,332
15434,11,2567.06,233.37,2010-01-24,2011-12-01,676
13623,10,2566.49,256.65,2009-12-02,2011-11-09,707
17284,7,2563.7,366.24,2010-11-15,2011-10-10,329
15747,9,2562.61,284.73,2010-01-18,2011-11-27,678
12806,2,2558.96,1279.48,2010-04-30,2010-05-16,16
13192,6,2558.58,426.43,2010-01-22,2011-09-05,591
17463,7,2557.91,365.42,2010-04-29,2011-11-23,573
16036,4,2556.84,639.21,2010-03-29,2011-09-13,533
13862,9,2556.09,284.01,2010-11-15,2011-11-21,371
12457,7,2555.91,365.13,2010-09-30,2011-10-04,369
15906,10,2555.64,255.56,2010-09-15,2011-11-20,431
17550,9,2547.64,283.07,2010-02-07,2011-05-26,473
18179,8,2547.55,318.44,2010-02-14,2011-11-30,654
13344,3,2543.72,847.91,2011-03-07,2011-10-03,210
17465,7,2542.79,363.26,2009-12-03,2010-10-10,311
17897,9,2538.15,282.02,2010-05-12,2011-06-20,404
14810,13,2537.02,195.16,2010-10-06,2011-10-30,389
16016,11,2533.94,230.36,2010-11-02,2011-12-06,399
13471,4,2531.58,632.89,2011-10-23,2011-12-08,46
16889,6,2530.9,421.82,2010-05-23,2011-05-29,371
14659,9,2529.93,281.1,2011-01-28,2011-12-01,307
14790,10,2526.62,252.66,2009-12-11,2011-11-23,712
16987,11,2513.95,228.54,2009-12-02,2011-12-06,734
17101,7,2507.05,358.15,2010-06-07,2011-11-29,540
12978,5,2502.82,500.56,2009-12-10,2010-11-19,344
15860,17,2502.71,147.22,2009-12-06,2011-10-30,693
16202,9,2501.99,278.0,2009-12-02,2010-12-14,377
17288,11,2499.98,227.27,2010-11-10,2011-11-30,385
14541,14,2499.68,178.55,2010-01-07,2011-10-12,643
17594,4,2497.88,624.47,2010-04-14,2011-09-15,519
15932,8,2495.87,311.98,2011-02-23,2011-12-05,285
13414,6,2494.14,415.69,2010-04-15,2011-07-29,470
16795,3,2492.39,830.8,2010-01-25,2010-12-09,318
15227,9,2488.49,276.5,2010-03-16,2011-11-03,597
15117,8,2485.97,310.75,2010-03-15,2011-11-25,620
14449,8,2482.8,310.35,2010-09-29,2011-11-21,418
16520,6,2482.62,413.77,2010-03-02,2011-06-06,461
13507,4,2479.16,619.79,2011-07-17,2011-12-06,142
13588,9,2478.95,275.44,2011-03-29,2011-11-24,240
13134,6,2475.23,412.54,2010-10-19,2011-09-15,331
14256,5,2473.99,494.8,2010-01-14,2011-03-24,434
13878,4,2473.06,618.26,2010-04-14,2011-10-16,550
13762,5,2472.48,494.5,2010-01-10,2011-05-05,480
17732,8,2470.39,308.8,2010-08-09,2010-12-02,115
14421,6,2469.37,411.56,2010-01-17,2011-10-13,634
14502,11,2467.63,224.33,2011-01-30,2011-11-20,294
17164,7,2467.35,352.48,2011-03-11,2011-11-07,241
12438,2,2466.85,1233.42,2011-07-22,2011-11-25,126
15221,4,2465.45,616.36,2010-03-12,2010-12-08,271
17348,9,2464.31,273.81,2010-03-10,2011-11-25,625
17131,5,2463.17,492.63,2011-09-25,2011-12-04,70
12924,12,2461.45,205.12,2009-12-09,2011-09-12,642
16470,11,2458.6,223.51,2009-12-11,2011-10-19,677
17629,10,2455.52,245.55,2010-10-14,2011-12-04,416
17894,18,2452.96,136.28,2010-08-27,2011-09-29,398
13338,4,2445.62,611.4,2010-01-05,2011-07-05,546
18171,9,2437.31,270.81,2010-01-05,2011-10-12,645
15623,8,2437.05,304.63,2009-12-10,2011-07-21,588
16005,10,2435.8,243.58,2010-09-15,2011-11-27,438
17505,5,2435.48,487.1,2010-04-13,2011-07-01,444
13085,8,2433.28,304.16,2009-12-01,2011-07-05,581
13094,13,2433.12,187.16,2010-11-15,2011-11-18,368
16638,15,2430.53,162.04,2010-08-18,2011-11-17,456
15077,2,2428.08,1214.04,2009-12-09,2010-08-02,236
13949,6,2427.32,404.55,2011-09-06,2011-12-07,92
17004,4,2425.16,606.29,2010-10-11,2011-10-24,378
12733,4,2424.02,606.0,2010-01-19,2011-04-19,455
17921,10,2423.5,242.35,2010-07-15,2011-10-06,448
15658,8,2423.47,302.93,2009-12-03,2011-06-02,546
15215,7,2422.43,346.06,2010-04-06,2011-10-24,566
12739,2,2421.23,1210.62,2010-11-10,2011-09-01,295
15089,6,2420.84,403.47,2011-08-03,2011-11-29,118
15489,8,2419.61,302.45,2010-01-15,2011-11-17,671
16040,7,2416.9,345.27,2010-04-09,2011-10-05,544
13118,9,2415.41,268.38,2010-09-26,2011-11-20,420
14205,9,2414.2,268.24,2010-03-07,2011-11-23,626
16833,6,2409.04,401.51,2010-03-26,2011-12-08,622
12412,6,2404.93,400.82,2010-06-18,2011-09-26,465
17671,5,2403.34,480.67,2010-11-29,2011-11-24,360
15341,2,2402.72,1201.36,2010-09-16,2011-09-20,369
15793,8,2399.57,299.95,2009-12-01,2011-11-25,724
12393,6,2399.45,399.91,2010-10-07,2011-09-28,356
14414,8,2399.33,299.92,2010-11-30,2011-09-09,283
16147,5,2398.91,479.78,2010-02-05,2011-07-29,539
16883,19,2396.59,126.14,2009-12-04,2011-06-05,548
16812,4,2392.0,598.0,2010-11-22,2010-12-14,22
17444,2,2389.1,1194.55,2011-06-20,2011-07-11,21
15366,7,2389.08,341.3,2010-02-26,2011-09-25,576
17827,6,2388.05,398.01,2010-03-28,2011-12-04,616
16742,13,2387.71,183.67,2009-12-16,2010-08-04,231
13813,8,2387.47,298.43,2009-12-06,2011-10-31,694
14443,5,2386.47,477.29,2010-11-25,2011-10-17,326
16105,5,2386.19,477.24,2010-04-14,2011-04-05,356
17623,7,2383.67,340.52,2009-12-14,2011-11-07,693
16065,8,2382.62,297.83,2010-09-02,2010-12-09,98
14554,4,2381.04,595.26,2011-10-18,2011-11-29,42
17434,7,2373.82,339.12,2011-09-15,2011-12-07,83
17905,13,2373.02,182.54,2010-01-28,2011-09-29,609
17969,20,2369.94,118.5,2009-12-06,2011-06-26,567
13908,4,2369.55,592.39,2011-03-08,2011-09-21,197
17634,9,2361.97,262.44,2011-01-06,2011-11-03,301
16676,6,2361.9,393.65,2010-10-17,2011-11-06,385
13614,6,2359.19,393.2,2010-06-06,2011-11-15,527
15015,13,2354.52,181.12,2009-12-14,2010-07-26,224
14295,4,2352.91,588.23,2009-12-09,2011-10-30,690
16083,4,2351.42,587.86,2010-11-16,2011-08-31,288
12520,5,2346.26,469.25,2011-03-11,2011-09-21,194
15549,8,2342.21,292.78,2010-01-11,2011-09-23,620
17282,5,2339.66,467.93,2010-06-09,2011-08-01,418
12676,10,2333.09,233.31,2010-08-13,2011-11-15,459
16496,6,2330.77,388.46,2010-07-18,2011-12-01,501
17313,1,2328.84,2328.84,2011-11-08,2011-11-08,0
16085,12,2327.21,193.93,2010-01-20,2011-11-16,665
12517,4,2322.84,580.71,2011-06-02,2011-11-11,162
13280,7,2322.63,331.8,2010-03-05,2011-08-09,522
17113,6,2322.59,387.1,2010-01-11,2010-05-14,123
14938,2,2322.43,1161.21,2010-05-26,2010-05-26,0
13055,4,2321.11,580.28,2010-10-06,2011-09-22,351
16628,7,2318.1,331.16,2010-03-08,2011-11-10,612
12948,9,2317.43,257.49,2009-12-02,2011-11-23,721
14346,5,2315.75,463.15,2010-07-30,2011-08-11,377
14555,6,2315.63,385.94,2009-12-18,2011-10-13,664
13994,6,2313.14,385.52,2011-07-14,2011-12-06,145
14481,5,2311.49,462.3,2010-01-31,2011-06-28,513
17193,9,2310.04,256.67,2009-12-02,2011-11-04,702
13704,9,2308.06,256.45,2011-09-12,2011-12-04,83
17994,11,2307.32,209.76,2010-03-29,2011-08-10,499
15946,3,2304.18,768.06,2010-03-16,2010-07-25,131
13059,10,2303.17,230.32,2010-03-31,2011-04-04,369
18095,5,2303.09,460.62,2010-04-19,2011-01-31,287
17324,12,2301.87,191.82,2009-12-18,2011-11-22,704
12423,10,2301.39,230.14,2010-08-31,2011-12-09,465
16077,1,2300.4,2300.4,2010-03-24,2010-03-24,0
16531,11,2298.33,208.94,2010-09-24,2011-11-17,419
13371,2,2297.66,1148.83,2010-03-17,2010-07-22,127
16485,5,2294.68,458.94,2009-12-06,2011-09-23,656
14901,12,2289.65,190.8,2010-07-29,2011-11-28,487
17047,6,2289.23,381.54,2009-12-08,2011-09-15,646
12516,4,2288.62,572.15,2010-04-19,2011-09-23,522
17018,6,2287.7,381.28,2009-12-05,2011-10-30,694
18051,7,2282.28,326.04,2009-12-09,2010-03-15,96
13655,6,2280.51,380.09,2010-04-27,2011-08-17,477
12725,3,2278.56,759.52,2010-05-04,2010-12-03,213
13748,9,2268.35,252.04,2009-12-01,2011-09-05,643
15638,6,2265.2,377.53,2010-04-08,2010-11-26,232
16042,8,2265.12,283.14,2010-09-12,2011-11-17,431
14462,12,2265.01,188.75,2010-10-03,2011-10-04,366
15734,4,2263.3,565.83,2010-06-10,2011-08-17,433
16823,7,2260.09,322.87,2009-12-02,2011-04-26,510
13814,3,2257.32,752.44,2010-06-30,2011-09-08,435
17180,11,2256.98,205.18,2010-01-21,2011-10-14,631
14432,6,2255.51,375.92,2011-09-11,2011-11-30,80
12584,9,2254.15,250.46,2011-03-04,2011-12-06,277
16350,9,2253.89,250.43,2010-10-07,2011-11-18,407
13662,11,2250.11,204.56,2010-02-19,2011-09-15,573
17414,6,2249.52,374.92,2009-12-03,2011-10-27,693
15865,5,2248.92,449.78,2010-01-05,2011-10-30,663
12701,6,2248.41,374.73,2010-03-16,2011-09-21,554
14644,7,2247.72,321.1,2009-12-03,2011-10-03,669
18215,5,2247.49,449.5,2010-03-26,2011-09-11,534
16177,8,2247.31,280.91,2010-03-02,2011-10-20,597
12868,8,2247.06,280.88,2010-11-12,2011-06-07,207
16174,7,2246.75,320.96,2010-04-15,2011-08-05,477
13627,7,2245.9,320.84,2010-03-09,2011-10-11,581
13407,3,2244.7,748.23,2010-02-16,2010-05-10,83
17075,10,2241.73,224.17,2009-12-14,2011-11-22,708
15629,4,2240.9,560.23,2010-06-25,2010-09-15,82
16551,7,2237.12,319.59,2009-12-13,2011-09-05,631
16108,4,2235.92,558.98,2010-03-18,2011-09-16,547
16076,10,2234.73,223.47,2011-05-15,2011-12-06,205
16221,9,2234.06,248.23,2010-08-10,2011-11-03,450
14177,13,2229.34,171.49,2010-02-26,2011-09-14,565
17460,16,2228.27,139.27,2010-01-22,2011-09-06,592
14472,9,2228.22,247.58,2010-01-19,2011-08-28,586
13320,6,2228.1,371.35,2010-08-18,2011-09-22,400
13365,2,2225.37,1112.68,2011-05-06,2011-11-06,184
14467,12,2220.99,185.08,2009-12-02,2011-11-22,720
15550,12,2218.8,184.9,2009-12-03,2011-12-05,732
14321,7,2218.06,316.87,2010-08-23,2011-11-29,463
18177,9,2216.87,246.32,2009-12-15,2011-11-08,693
17648,5,2216.37,443.27,2010-11-19,2011-10-10,325
13478,5,2215.78,443.16,2010-01-31,2010-08-27,208
12397,2,2214.9,1107.45,2011-07-27,2011-11-04,100
14708,5,2212.28,442.46,2010-09-10,2011-12-07,453
15476,4,2209.98,552.5,2010-09-23,2010-11-24,62
14834,7,2206.16,315.17,2010-10-28,2011-11-22,390
13410,9,2201.96,244.66,2009-12-08,2011-11-15,707
14597,6,2201.54,366.92,2010-09-28,2011-11-28,426
14006,7,2196.67,313.81,2010-02-25,2011-08-16,537
16317,5,2192.51,438.5,2010-05-04,2011-08-12,465
15934,2,2190.66,1095.33,2010-10-06,2010-10-18,12
14212,2,2190.14,1095.07,2010-09-20,2011-09-11,356
12802,5,2186.42,437.28,2010-05-25,2011-06-06,377
15864,7,2180.76,311.54,2010-11-23,2011-11-17,359
12856,6,2179.93,363.32,2011-10-07,2011-12-02,56
17822,5,2179.65,435.93,2010-05-28,2010-10-15,140
13610,14,2174.63,155.33,2010-01-05,2011-11-27,691
15649,4,2170.35,542.59,2010-11-17,2011-01-07,51
13888,7,2169.05,309.86,2010-05-13,2011-08-12,456
14595,8,2164.45,270.56,2010-01-20,2011-11-20,669
15944,4,2164.24,541.06,2009-12-13,2011-03-08,450
13755,9,2161.35,240.15,2011-10-07,2011-12-06,60
16379,4,2157.4,539.35,2011-09-22,2011-12-05,74
13643,10,2156.77,215.68,2009-12-08,2011-11-08,700
18009,8,2155.83,269.48,2010-02-25,2011-04-18,417
16966,7,2154.97,307.85,2011-04-13,2011-12-01,232
16600,13,2153.41,165.65,2009-12-18,2011-12-05,717
13224,2,2152.95,1076.47,2011-07-11,2011-10-10,91
16275,3,2151.11,717.04,2010-03-08,2011-05-27,445
18116,13,2150.7,165.44,2010-10-24,2011-10-03,344
18239,6,2150.36,358.39,2010-10-13,2011-05-05,204
14216,5,2150.04,430.01,2010-10-21,2011-12-06,411
16716,3,2149.68,716.56,2010-03-19,2011-03-18,364
17272,4,2148.63,537.16,2011-03-22,2011-10-28,220
16004,5,2146.39,429.28,2010-01-25,2010-08-22,209
13152,7,2146.38,306.63,2010-01-14,2010-10-18,277
16134,5,2145.34,429.07,2010-06-17,2011-11-18,519
14407,5,2142.73,428.55,2011-03-08,2011-08-24,169
13092,12,2140.28,178.36,2010-02-10,2011-09-30,597
14499,7,2138.97,305.57,2010-08-27,2011-11-13,443
17029,7,2137.3,305.33,2010-02-14,2011-08-21,553
17305,1,2135.46,2135.46,2010-03-01,2010-03-01,0
16493,7,2132.09,304.58,2010-03-26,2011-09-21,544
13517,3,2128.42,709.47,2011-06-13,2011-10-11,120
14360,4,2128.23,532.06,2011-09-06,2011-11-08,63
14634,4,2124.46,531.12,2010-06-16,2010-09-28,104
16807,6,2123.88,353.98,2010-03-26,2011-07-20,481
16996,9,2123.61,235.96,2010-10-18,2011-11-09,387
14396,7,2121.93,303.13,2009-12-02,2011-10-05,672
15456,10,2119.27,211.93,2009-12-08,2011-03-01,448
14691,5,2114.33,422.87,2011-05-11,2011-11-09,182
14399,8,2113.16,264.14,2010-02-03,2010-11-10,280
14469,4,2112.21,528.05,2010-01-29,2010-10-19,263
16201,5,2112.12,422.42,2010-10-20,2011-12-06,412
16054,4,2111.88,527.97,2010-04-01,2011-07-17,472
16934,6,2110.99,351.83,2010-03-28,2011-10-16,567
12997,8,2110.91,263.86,2010-04-06,2011-11-17,590
13265,5,2107.66,421.53,2011-03-11,2011-10-17,220
15252,5,2103.41,420.68,2010-04-07,2011-11-03,575
14276,7,2102.68,300.38,2010-02-17,2011-09-02,562
15815,5,2100.6,420.12,2011-03-25,2011-10-07,196
12975,6,2100.09,350.02,2009-12-06,2010-09-29,297
17159,5,2099.59,419.92,2010-03-04,2011-11-18,624
17742,11,2098.48,190.77,2009-12-01,2011-08-18,625
12649,8,2096.65,262.08,2010-01-12,2011-08-24,589
13753,4,2094.57,523.64,2009-12-03,2011-02-25,449
13591,7,2093.94,299.13,2009-12-14,2011-10-06,661
17585,7,2093.3,299.04,2010-08-18,2011-08-22,369
14896,8,2092.42,261.55,2009-12-06,2011-05-19,529
14723,11,2089.66,189.97,2009-12-04,2011-11-29,725
16794,15,2088.89,139.26,2010-03-25,2011-12-08,623
16726,7,2088.41,298.34,2010-10-24,2011-11-13,385
15151,2,2085.61,1042.81,2010-07-18,2010-10-12,86
15272,6,2085.48,347.58,2010-02-14,2011-10-13,606
17705,11,2083.9,189.45,2010-05-12,2011-12-06,573
12724,7,2083.52,297.65,2010-06-22,2011-12-04,530
16510,6,2079.75,346.63,2010-01-17,2010-12-02,319
17289,9,2079.39,231.04,2010-03-08,2011-11-08,610
18026,2,2074.07,1037.04,2010-07-22,2010-07-27,5
12684,6,2073.63,345.61,2011-05-10,2011-12-02,206
17048,7,2071.68,295.95,2010-01-18,2011-08-14,573
16290,4,2069.3,517.33,2010-05-23,2010-09-01,101
15164,9,2068.92,229.88,2010-01-18,2011-10-02,622
14988,7,2066.6,295.23,2010-04-16,2011-05-12,391
17126,9,2062.94,229.22,2010-08-31,2011-07-10,313
12576,8,2062.72,257.84,2010-07-01,2011-11-04,491
12586,4,2062.67,515.67,2009-12-16,2011-11-22,706
13476,5,2061.47,412.29,2010-03-05,2011-06-14,466
18258,6,2059.67,343.28,2010-05-16,2010-09-01,108
17633,7,2057.39,293.91,2010-11-15,2011-11-08,358
16891,11,2056.82,186.98,2009-12-04,2011-12-08,734
15253,8,2055.09,256.89,2010-05-02,2011-11-23,570
14623,10,2054.9,205.49,2010-04-16,2011-11-07,570
14188,6,2054.36,342.39,2011-02-02,2011-11-09,280
16176,4,2052.69,513.17,2010-03-29,2010-10-14,199
17086,6,2050.08,341.68,2011-10-07,2011-12-02,56
13874,7,2049.15,292.74,2010-02-04,2010-12-16,315
13984,12,2048.6,170.72,2009-12-07,2011-11-13,706
16027,15,2048.36,136.56,2010-01-08,2011-09-09,609
14232,5,2048.07,409.61,2011-03-20,2011-10-28,222
17666,5,2047.8,409.56,2010-06-30,2011-12-06,524
13663,5,2047.51,409.5,2010-03-03,2011-06-13,467
14000,5,2046.34,409.27,2009-12-02,2011-05-12,526
15473,8,2046.0,255.75,2010-09-21,2011-11-25,430
16235,8,2043.71,255.46,2010-08-26,2011-10-30,430
16960,8,2041.48,255.19,2010-03-02,2011-11-01,609
15506,6,2040.03,340.0,2010-08-19,2011-11-17,455
16214,4,2038.25,509.56,2010-09-30,2011-06-22,265
16331,6,2037.7,339.62,2010-03-07,2010-10-03,210
14225,4,2037.02,509.25,2010-01-12,2010-10-01,262
13705,7,2035.33,290.76,2010-03-25,2011-12-02,617
14651,9,2034.12,226.01,2010-03-18,2011-10-03,564
13630,7,2031.78,290.25,2011-02-27,2011-12-04,280
15384,4,2027.79,506.95,2010-04-26,2011-06-23,423
12873,3,2027.3,675.77,2010-01-27,2011-03-02,399
12599,13,2026.72,155.9,2010-05-11,2011-11-10,548
17337,4,2026.42,506.61,2011-02-02,2011-07-11,159
13989,5,2026.06,405.21,2010-05-25,2011-10-05,498
14631,6,2025.69,337.62,2010-08-09,2011-10-20,437
12501,1,2025.39,2025.39,2011-01-07,2011-01-07,0
17227,12,2022.03,168.5,2010-01-15,2011-11-21,675
12418,4,2021.2,505.3,2010-03-19,2011-08-19,518
13696,3,2020.4,673.47,2010-02-11,2010-10-14,245
16197,9,2016.71,224.08,2009-12-16,2010-08-27,254
17152,4,2016.5,504.13,2010-10-10,2011-05-29,231
