order_id,customer_id,order_date,status,channel,payment_method,shipping_region,discount_pct
515152,15681,2010-07-08,Delivered,Website,Credit Card,Europe,0.15
515154,13078,2010-07-08,Delivered,Website,Bank Transfer,Europe,0.0
515156,16466,2010-07-08,Delivered,Mobile App,PayPal,Europe,0.0
515157,13571,2010-07-08,Delivered,Email Campaign,Credit Card,Europe,0.0
515161,12841,2010-07-08,Delivered,Email Campaign,Credit Card,Europe,0.0
515165,13564,2010-07-08,Delivered,Mobile App,Gift Card,Europe,0.15
515166,17920,2010-07-08,Delivered,Website,Credit Card,Europe,0.0
515167,13564,2010-07-08,Delivered,Email Campaign,Credit Card,Europe,0.0
515168,13564,2010-07-08,Delivered,Mobile App,Debit Card,Europe,0.0
515174,15101,2010-07-08,Delivered,Website,Credit Card,Europe,0.1
515175,13777,2010-07-08,Delivered,Social Media,Credit Card,Europe,0.2
515176,13399,2010-07-08,Delivered,Website,Credit Card,Europe,0.1
515177,13997,2010-07-08,Delivered,Referral,Credit Card,Europe,0.0
515178,13997,2010-07-08,Delivered,Email Campaign,PayPal,Europe,0.1
515179,16032,2010-07-08,Delivered,Mobile App,Debit Card,Europe,0.0
515180,16713,2010-07-08,Delivered,Social Media,Credit Card,Europe,0.0
515181,17231,2010-07-08,Delivered,Mobile App,Credit Card,Europe,0.0
515182,14702,2010-07-08,Delivered,Website,Credit Card,Europe,0.05
515183,16549,2010-07-08,Delivered,Website,Credit Card,Europe,0.0
515184,12839,2010-07-09,Delivered,Website,PayPal,Europe,0.05
515185,15141,2010-07-09,Delivered,Website,Credit Card,Europe,0.1
515187,14156,2010-07-09,Delivered,Email Campaign,Debit Card,Europe,0.0
515192,18225,2010-07-09,Delivered,Website,PayPal,Europe,0.0
515253,18260,2010-07-09,Delivered,Website,Credit Card,Europe,0.0
515255,17228,2010-07-09,Delivered,Mobile App,Credit Card,Europe,0.1
515257,17241,2010-07-09,Delivered,Social Media,Bank Transfer,Europe,0.1
515259,13576,2010-07-09,Delivered,Website,Bank Transfer,Europe,0.1
515260,12748,2010-07-09,Delivered,Website,Bank Transfer,Europe,0.05
515261,16814,2010-07-09,Delivered,Website,Debit Card,Europe,0.05
515265,14911,2010-07-09,Delivered,Mobile App,Gift Card,Europe,0.0
515277,13113,2010-07-09,Delivered,Website,PayPal,Europe,0.0
515278,18036,2010-07-09,Delivered,Mobile App,Debit Card,Europe,0.0
515279,17492,2010-07-09,Delivered,Website,Debit Card,Europe,0.1
515280,12621,2010-07-09,Delivered,Website,Credit Card,Europe,0.05
515281,13734,2010-07-09,Delivered,Social Media,Debit Card,Europe,0.2
515286,15129,2010-07-09,Delivered,Website,Credit Card,Europe,0.0
515288,17865,2010-07-09,Delivered,Website,Credit Card,Europe,0.0
515290,13485,2010-07-09,Delivered,Website,Credit Card,Europe,0.0
515295,14580,2010-07-09,Delivered,Mobile App,Credit Card,Europe,0.0
515296,13734,2010-07-09,Delivered,Mobile App,Debit Card,Europe,0.1
515301,14031,2010-07-09,Delivered,Website,Debit Card,Europe,0.1
515303,15283,2010-07-09,Delivered,Website,Credit Card,Europe,0.0
515305,14911,2010-07-09,Delivered,Website,PayPal,Europe,0.2
515310,15856,2010-07-09,Delivered,Mobile App,Debit Card,Europe,0.15
515312,17243,2010-07-11,Delivered,Email Campaign,PayPal,Europe,0.15
515313,15164,2010-07-11,Delivered,Mobile App,Credit Card,Europe,0.0
515314,16889,2010-07-11,Delivered,Mobile App,PayPal,Europe,0.0
515315,12891,2010-07-11,Delivered,Website,Debit Card,Europe,0.0
515316,16693,2010-07-11,Delivered,Website,Bank Transfer,Europe,0.0
515317,17790,2010-07-11,Delivered,Website,Credit Card,Europe,0.0
515318,16199,2010-07-11,Delivered,Website,Debit Card,Europe,0.1
515319,17085,2010-07-11,Delivered,Website,Credit Card,Europe,0.05
515320,15965,2010-07-11,Delivered,Mobile App,Credit Card,Europe,0.0
515321,13145,2010-07-11,Delivered,Mobile App,Debit Card,Europe,0.15
515322,15965,2010-07-11,Delivered,Social Media,Bank Transfer,Europe,0.0
515323,16985,2010-07-11,Delivered,Website,Debit Card,Europe,0.15
515324,13595,2010-07-11,Delivered,Mobile App,Credit Card,Europe,0.0
515326,15555,2010-07-11,Delivered,Email Campaign,PayPal,Europe,0.05
515327,13230,2010-07-11,Delivered,Mobile App,Credit Card,Europe,0.05
515328,14805,2010-07-11,Delivered,Website,Credit Card,Europe,0.1
515329,17802,2010-07-11,Delivered,Website,Debit Card,Europe,0.05
515330,16049,2010-07-11,Delivered,Website,Debit Card,Europe,0.0
515331,13047,2010-07-11,Delivered,Website,Debit Card,Europe,0.0
515332,13047,2010-07-11,Delivered,Email Campaign,Credit Card,Europe,0.15
515333,14516,2010-07-11,Delivered,Website,Credit Card,Europe,0.0
515334,15523,2010-07-11,Delivered,Website,Bank Transfer,Europe,0.1
515335,14606,2010-07-11,Delivered,Mobile App,Gift Card,Europe,0.05
515336,17289,2010-07-11,Delivered,Email Campaign,Credit Card,Europe,0.05
515337,15796,2010-07-11,Delivered,Mobile App,PayPal,Europe,0.2
515338,15544,2010-07-11,Delivered,Mobile App,Credit Card,Europe,0.05
515341,16182,2010-07-12,Delivered,Website,Credit Card,Europe,0.1
515342,12980,2010-07-12,Delivered,Website,PayPal,Europe,0.1
515343,17847,2010-07-12,Delivered,Website,Debit Card,Europe,0.0
515344,14911,2010-07-12,Delivered,Mobile App,PayPal,Europe,0.2
515345,14672,2010-07-12,Delivered,Social Media,Debit Card,Europe,0.0
515347,12472,2010-07-12,Delivered,Website,Debit Card,Europe,0.05
515348,13802,2010-07-12,Delivered,Mobile App,Credit Card,Europe,0.2
515349,15513,2010-07-12,Delivered,Website,PayPal,Europe,0.1
515350,13895,2010-07-12,Delivered,Mobile App,Gift Card,Europe,0.0
515351,15101,2010-07-12,Delivered,Website,Debit Card,Europe,0.0
515352,17314,2010-07-12,Delivered,Website,Credit Card,Europe,0.0
515354,15369,2010-07-12,Delivered,Email Campaign,Gift Card,Europe,0.05
515355,15369,2010-07-12,Delivered,Mobile App,Credit Card,Europe,0.05
515358,16650,2010-07-12,Delivered,Mobile App,Debit Card,Europe,0.1
515367,16650,2010-07-12,Delivered,Website,Credit Card,Europe,0.1
515386,13779,2010-07-12,Delivered,Website,Credit Card,Europe,0.0
515404,17838,2010-07-12,Delivered,Website,Credit Card,Europe,0.0
515405,14608,2010-07-12,Delivered,Email Campaign,Debit Card,Europe,0.0
515406,14159,2010-07-12,Delivered,Referral,Debit Card,Europe,0.0
515409,16701,2010-07-12,Delivered,Website,Debit Card,Europe,0.0
515411,14667,2010-07-12,Delivered,Website,Debit Card,Europe,0.0
515412,18238,2010-07-12,Delivered,Email Campaign,Debit Card,Europe,0.0
515415,18135,2010-07-12,Delivered,Website,PayPal,Europe,0.0
515416,16168,2010-07-12,Delivered,Mobile App,Bank Transfer,Europe,0.0
515417,14911,2010-07-12,Delivered,Website,Credit Card,Europe,0.05
515418,17841,2010-07-12,Delivered,Email Campaign,Credit Card,Europe,0.1
515419,17841,2010-07-12,Delivered,Mobile App,Debit Card,Europe,0.1
515420,17365,2010-07-12,Delivered,Email Campaign,Credit Card,Europe,0.0
515421,17241,2010-07-12,Delivered,Email Campaign,Bank Transfer,Europe,0.0
515423,17143,2010-07-12,Delivered,Website,Credit Card,Europe,0.0
515424,16883,2010-07-12,Delivered,Mobile App,Debit Card,Europe,0.0
515425,17651,2010-07-12,Delivered,Email Campaign,Credit Card,Europe,0.15
515426,17651,2010-07-12,Delivered,Website,Debit Card,Europe,0.1
515427,13044,2010-07-12,Delivered,Website,Credit Card,Europe,0.0
515428,12891,2010-07-12,Delivered,Website,PayPal,Europe,0.15
515431,14248,2010-07-12,Delivered,Mobile App,Gift Card,Europe,0.05
515437,17068,2010-07-12,Delivered,Website,Credit Card,Europe,0.1
515455,15673,2010-07-12,Delivered,Mobile App,Credit Card,Europe,0.0
515457,15369,2010-07-12,Delivered,Website,Debit Card,Europe,0.0
515458,17677,2010-07-12,Delivered,Email Campaign,Debit Card,Europe,0.0
515465,14882,2010-07-12,Delivered,Website,Credit Card,Europe,0.0
515466,14882,2010-07-12,Delivered,Website,PayPal,Europe,0.1
515469,14882,2010-07-12,Delivered,Mobile App,Credit Card,Europe,0.1
515470,17969,2010-07-12,Delivered,Mobile App,Credit Card,Europe,0.1
515471,17757,2010-07-12,Delivered,Website,Debit Card,Europe,0.0
515474,17950,2010-07-12,Delivered,Website,Credit Card,Europe,0.05
515475,16320,2010-07-13,Delivered,Website,PayPal,Other,0.0
515477,16915,2010-07-13,Delivered,Mobile App,Credit Card,Europe,0.2
515480,17340,2010-07-13,Delivered,Email Campaign,PayPal,Europe,0.0
515481,16271,2010-07-13,Delivered,Mobile App,Debit Card,Europe,0.05
515484,17994,2010-07-13,Delivered,Mobile App,Debit Card,Europe,0.0
515485,17949,2010-07-13,Delivered,Email Campaign,Credit Card,Europe,0.0
515486,16029,2010-07-13,Delivered,Website,Credit Card,Europe,0.1
515487,16029,2010-07-13,Delivered,Referral,PayPal,Europe,0.05
515502,16013,2010-07-13,Delivered,Email Campaign,Credit Card,Europe,0.0
515503,14543,2010-07-13,Delivered,Website,Debit Card,Europe,0.05
515504,16013,2010-07-13,Delivered,Website,Debit Card,Europe,0.0
515506,15039,2010-07-13,Delivered,Website,Credit Card,Europe,0.2
515507,15039,2010-07-13,Delivered,Website,PayPal,Europe,0.05
515508,14870,2010-07-13,Delivered,Email Campaign,Bank Transfer,Europe,0.0
515509,14870,2010-07-13,Delivered,Mobile App,Debit Card,Europe,0.0
515510,15563,2010-07-13,Delivered,Email Campaign,Bank Transfer,Europe,0.0
515511,14590,2010-07-13,Delivered,Email Campaign,Bank Transfer,Europe,0.0
515530,14680,2010-07-13,Delivered,Mobile App,Credit Card,Europe,0.05
515533,15719,2010-07-13,Delivered,Mobile App,Credit Card,Europe,0.0
515541,14069,2010-07-13,Delivered,Website,Debit Card,Europe,0.0
515568,16234,2010-07-13,Delivered,Website,Debit Card,Europe,0.0
515569,14461,2010-07-13,Delivered,Mobile App,Credit Card,Europe,0.05
515571,17854,2010-07-13,Delivered,Website,Credit Card,Europe,0.05
515572,17854,2010-07-13,Delivered,Website,Debit Card,Europe,0.05
515575,17931,2010-07-13,Delivered,Email Campaign,PayPal,Europe,0.2
515578,16926,2010-07-13,Delivered,Mobile App,Credit Card,Europe,0.0
515588,14156,2010-07-13,Delivered,Website,PayPal,Europe,0.0
515590,16469,2010-07-13,Delivered,Mobile App,Bank Transfer,Europe,0.2
515591,13428,2010-07-13,Delivered,Email Campaign,PayPal,Europe,0.0
515592,12664,2010-07-13,Delivered,Website,Credit Card,Europe,0.1
515593,16435,2010-07-13,Delivered,Website,Credit Card,Europe,0.0
515594,13428,2010-07-13,Delivered,Social Media,Debit Card,Europe,0.05
515595,13089,2010-07-13,Delivered,Website,Gift Card,Europe,0.0
515597,17408,2010-07-13,Delivered,Website,PayPal,Europe,0.1
515598,14895,2010-07-13,Delivered,Mobile App,Debit Card,Europe,0.1
515599,17773,2010-07-13,Delivered,Email Campaign,Credit Card,Europe,0.0
515600,14895,2010-07-13,Delivered,Website,PayPal,Europe,0.05
515601,14895,2010-07-13,Delivered,Website,PayPal,Europe,0.0
515602,14895,2010-07-13,Delivered,Website,Bank Transfer,Europe,0.0
515603,17873,2010-07-13,Delivered,Referral,Debit Card,Europe,0.0
515604,17873,2010-07-13,Delivered,Website,Debit Card,Europe,0.0
515605,14878,2010-07-13,Delivered,Mobile App,Debit Card,Europe,0.05
515606,17675,2010-07-13,Delivered,Social Media,Bank Transfer,Europe,0.2
515607,14512,2010-07-13,Delivered,Website,Debit Card,Europe,0.05
515610,13209,2010-07-13,Delivered,Referral,Credit Card,Europe,0.05
515612,14610,2010-07-13,Delivered,Social Media,PayPal,Europe,0.1
515614,12823,2010-07-13,Delivered,Social Media,Bank Transfer,Europe,0.15
515616,18172,2010-07-13,Delivered,Website,Debit Card,Europe,0.0
515617,18172,2010-07-13,Delivered,Mobile App,Debit Card,Europe,0.05
515619,14911,2010-07-14,Delivered,Email Campaign,PayPal,Europe,0.0
515621,14258,2010-07-14,Delivered,Referral,PayPal,Europe,0.0
515622,14258,2010-07-14,Delivered,Website,Credit Card,Europe,0.0
515624,16320,2010-07-14,Delivered,Email Campaign,PayPal,Other,0.0
515625,13267,2010-07-14,Delivered,Website,Debit Card,Europe,0.0
515626,13267,2010-07-14,Delivered,Website,Bank Transfer,Europe,0.2
515627,17096,2010-07-14,Delivered,Website,Gift Card,Europe,0.0
515629,16550,2010-07-14,Delivered,Email Campaign,Debit Card,Europe,0.05
515635,17714,2010-07-14,Delivered,Mobile App,Gift Card,Europe,0.15
515663,16525,2010-07-14,Delivered,Mobile App,Credit Card,Europe,0.0
515674,13013,2010-07-14,Delivered,Referral,PayPal,Europe,0.05
515677,14025,2010-07-14,Delivered,Website,Credit Card,Europe,0.0
515681,15527,2010-07-14,Delivered,Mobile App,Credit Card,Europe,0.0
515682,15527,2010-07-14,Delivered,Website,Bank Transfer,Europe,0.15
515684,13050,2010-07-14,Delivered,Website,Bank Transfer,Europe,0.0
515685,16499,2010-07-14,Delivered,Mobile App,Debit Card,Europe,0.0
515687,14896,2010-07-14,Delivered,Social Media,Credit Card,Europe,0.0
515697,14653,2010-07-14,Delivered,Mobile App,Debit Card,Europe,0.0
515702,18217,2010-07-14,Delivered,Email Campaign,Bank Transfer,Europe,0.1
515703,14656,2010-07-14,Delivered,Website,Credit Card,Europe,0.2
515704,14640,2010-07-14,Delivered,Website,Credit Card,Europe,0.0
515705,16327,2010-07-14,Delivered,Mobile App,PayPal,Europe,0.0
515706,15061,2010-07-14,Delivered,Website,Bank Transfer,Europe,0.0
515707,16168,2010-07-14,Delivered,Website,Credit Card,Europe,0.2
515708,16168,2010-07-14,Delivered,Mobile App,PayPal,Europe,0.0
515723,14527,2010-07-14,Delivered,Website,PayPal,Europe,0.0
515724,18123,2010-07-14,Delivered,Website,Credit Card,Europe,0.1
515733,17034,2010-07-14,Delivered,Mobile App,PayPal,Europe,0.0
515742,15332,2010-07-14,Delivered,Mobile App,PayPal,Other,0.0
515743,13824,2010-07-14,Delivered,Social Media,Credit Card,Europe,0.0
515745,13971,2010-07-14,Delivered,Mobile App,Debit Card,Europe,0.2
515749,17235,2010-07-14,Delivered,Website,PayPal,Europe,0.0
515758,13461,2010-07-14,Delivered,Social Media,Credit Card,Europe,0.0
515760,13012,2010-07-14,Delivered,Email Campaign,Debit Card,Europe,0.05
515761,17377,2010-07-14,Delivered,Website,Credit Card,Europe,0.0
515763,14606,2010-07-14,Delivered,Website,Credit Card,Europe,0.05
515764,14285,2010-07-14,Delivered,Mobile App,Credit Card,Europe,0.0
515765,15311,2010-07-14,Delivered,Mobile App,Debit Card,Europe,0.0
515766,15272,2010-07-14,Delivered,Email Campaign,Credit Card,Europe,0.0
515768,18096,2010-07-14,Delivered,Email Campaign,Debit Card,Europe,0.2
515769,16422,2010-07-14,Delivered,Mobile App,Credit Card,Europe,0.1
515770,16103,2010-07-14,Delivered,Referral,PayPal,Europe,0.2
515771,13610,2010-07-14,Delivered,Mobile App,PayPal,Europe,0.15
515773,16161,2010-07-14,Delivered,Website,Credit Card,Europe,0.1
515774,14543,2010-07-14,Delivered,Email Campaign,Gift Card,Europe,0.0
515776,17739,2010-07-14,Delivered,Website,PayPal,Europe,0.05
515781,13059,2010-07-14,Delivered,Email Campaign,Debit Card,Europe,0.0
515782,16172,2010-07-14,Delivered,Social Media,Debit Card,Europe,0.0
515783,12989,2010-07-14,Delivered,Mobile App,Credit Card,Europe,0.15
515795,14844,2010-07-14,Delivered,Mobile App,Gift Card,Europe,0.0
515801,17965,2010-07-14,Delivered,Mobile App,Credit Card,Europe,0.0
515811,15259,2010-07-15,Delivered,Website,PayPal,Europe,0.15
515812,15259,2010-07-15,Delivered,Website,Debit Card,Europe,0.05
515813,13715,2010-07-15,Delivered,Mobile App,Bank Transfer,Europe,0.0
515814,17145,2010-07-15,Delivered,Email Campaign,Debit Card,Europe,0.0
515815,14007,2010-07-15,Delivered,Mobile App,Debit Card,Europe,0.05
515816,15224,2010-07-15,Delivered,Website,PayPal,Europe,0.1
515817,13559,2010-07-15,Delivered,Mobile App,Credit Card,Europe,0.1
515825,13694,2010-07-15,Delivered,Email Campaign,Credit Card,Europe,0.0
515826,13694,2010-07-15,Delivered,Mobile App,Credit Card,Europe,0.0
515827,16054,2010-07-15,Delivered,Mobile App,Credit Card,Europe,0.1
515828,15910,2010-07-15,Delivered,Email Campaign,Credit Card,Europe,0.15
515830,15530,2010-07-15,Delivered,Mobile App,Debit Card,Europe,0.0
515832,12748,2010-07-15,Delivered,Website,PayPal,Europe,0.0
515842,16883,2010-07-15,Delivered,Social Media,Gift Card,Europe,0.05
515861,13999,2010-07-15,Delivered,Website,Debit Card,Europe,0.0
515879,16779,2010-07-15,Delivered,Referral,Credit Card,Europe,0.05
515880,14107,2010-07-15,Delivered,Website,Bank Transfer,Europe,0.0
515881,14755,2010-07-15,Delivered,Website,PayPal,Europe,0.0
515883,12891,2010-07-15,Delivered,Social Media,Debit Card,Europe,0.05
515884,16435,2010-07-15,Delivered,Website,Credit Card,Europe,0.0
515885,17559,2010-07-15,Delivered,Mobile App,Bank Transfer,Europe,0.1
515887,14817,2010-07-15,Delivered,Email Campaign,Credit Card,Europe,0.0
515888,16279,2010-07-15,Delivered,Email Campaign,Credit Card,Europe,0.0
515896,13497,2010-07-15,Delivered,Referral,PayPal,Europe,0.0
515897,14421,2010-07-15,Delivered,Website,Debit Card,Europe,0.2
515898,17726,2010-07-15,Delivered,Mobile App,Credit Card,Europe,0.15
515899,15827,2010-07-15,Delivered,Website,PayPal,Europe,0.0
515902,13649,2010-07-15,Delivered,Website,PayPal,Europe,0.0
515903,15827,2010-07-15,Delivered,Email Campaign,PayPal,Europe,0.0
515904,12789,2010-07-15,Delivered,Website,Credit Card,Europe,0.05
515905,17783,2010-07-15,Delivered,Mobile App,Credit Card,Europe,0.15
515906,12748,2010-07-15,Delivered,Mobile App,Debit Card,Europe,0.05
515907,13564,2010-07-15,Delivered,Mobile App,Bank Transfer,Europe,0.1
515908,13772,2010-07-15,Delivered,Referral,Credit Card,Europe,0.05
515909,14156,2010-07-15,Delivered,Website,Debit Card,Europe,0.0
515910,14298,2010-07-15,Delivered,Mobile App,Credit Card,Europe,0.15
515911,14298,2010-07-15,Delivered,Email Campaign,Credit Card,Europe,0.0
515912,15249,2010-07-15,Delivered,Mobile App,Bank Transfer,Europe,0.0
515913,14298,2010-07-15,Delivered,Website,Credit Card,Europe,0.1
515914,13255,2010-07-15,Delivered,Mobile App,PayPal,Europe,0.2
515915,12788,2010-07-15,Delivered,Website,Credit Card,Europe,0.0
515916,15542,2010-07-15,Delivered,Website,Credit Card,Europe,0.0
515917,17897,2010-07-15,Delivered,Email Campaign,Bank Transfer,Europe,0.0
515922,14667,2010-07-15,Delivered,Mobile App,PayPal,Europe,0.0
515923,13450,2010-07-15,Delivered,Social Media,PayPal,Europe,0.1
515924,14543,2010-07-15,Delivered,Email Campaign,PayPal,Europe,0.1
515926,14543,2010-07-15,Delivered,Mobile App,Credit Card,Europe,0.2
515927,14420,2010-07-15,Delivered,Website,Debit Card,Europe,0.1
515928,12523,2010-07-15,Delivered,Website,Credit Card,Europe,0.0
515929,14084,2010-07-15,Delivered,Website,PayPal,Europe,0.0
515930,18102,2010-07-15,Delivered,Social Media,Debit Card,Europe,0.05
515931,14961,2010-07-15,Delivered,Website,Credit Card,Europe,0.05
515932,18102,2010-07-15,Delivered,Website,Bank Transfer,Europe,0.0
515933,18102,2010-07-15,Delivered,Mobile App,Debit Card,Europe,0.0
515934,16251,2010-07-15,Delivered,Website,Debit Card,Europe,0.0
515935,14060,2010-07-15,Delivered,Website,Credit Card,Europe,0.0
515936,18102,2010-07-15,Delivered,Mobile App,Bank Transfer,Europe,0.0
515937,17968,2010-07-15,Delivered,Website,Gift Card,Europe,0.05
515938,18223,2010-07-15,Delivered,Website,Debit Card,Europe,0.0
515940,18102,2010-07-15,Delivered,Website,Debit Card,Europe,0.0
515941,17757,2010-07-15,Delivered,Mobile App,Credit Card,Europe,0.05
515943,17757,2010-07-15,Delivered,Mobile App,Credit Card,Europe,0.0
515944,18102,2010-07-15,Delivered,Website,Debit Card,Europe,0.0
515945,12682,2010-07-15,Delivered,Mobile App,Credit Card,Europe,0.05
515946,14180,2010-07-15,Delivered,Website,Bank Transfer,Europe,0.0
515947,18226,2010-07-15,Delivered,Social Media,Credit Card,Europe,0.0
515948,12490,2010-07-15,Delivered,Website,PayPal,Europe,0.0
515949,16161,2010-07-15,Delivered,Mobile App,Credit Card,Europe,0.0
515951,17861,2010-07-15,Delivered,Social Media,Credit Card,Europe,0.0
515952,16435,2010-07-15,Delivered,Email Campaign,Debit Card,Europe,0.0
515953,18021,2010-07-15,Delivered,Website,PayPal,Europe,0.0
515954,15908,2010-07-15,Delivered,Website,PayPal,Europe,0.05
515955,14514,2010-07-15,Delivered,Mobile App,Credit Card,Europe,0.1
515956,13291,2010-07-15,Delivered,Website,Credit Card,Europe,0.05
515957,17921,2010-07-15,Delivered,Email Campaign,Bank Transfer,Europe,0.0
515958,13230,2010-07-15,Delivered,Mobile App,PayPal,Europe,0.0
515969,14621,2010-07-16,Delivered,Mobile App,PayPal,Europe,0.0
515971,14156,2010-07-16,Delivered,Website,Credit Card,Europe,0.05
515984,16133,2010-07-16,Delivered,Mobile App,PayPal,Europe,0.0
515986,16503,2010-07-16,Delivered,Mobile App,Credit Card,Europe,0.05
515995,14648,2010-07-16,Delivered,Email Campaign,Debit Card,Europe,0.05
515996,14735,2010-07-16,Delivered,Website,Credit Card,Europe,0.0
515998,15602,2010-07-16,Delivered,Website,Credit Card,Europe,0.05
516000,17720,2010-07-16,Delivered,Website,Debit Card,Europe,0.0
516001,14852,2010-07-16,Delivered,Website,Credit Card,Europe,0.05
516002,14852,2010-07-16,Delivered,Mobile App,Debit Card,Europe,0.0
516003,14852,2010-07-16,Delivered,Social Media,PayPal,Europe,0.0
516004,13296,2010-07-16,Delivered,Website,Gift Card,Europe,0.15
516005,16497,2010-07-16,Delivered,Email Campaign,Credit Card,Europe,0.05
516006,13117,2010-07-16,Delivered,Website,Credit Card,Europe,0.0
516007,12986,2010-07-16,Delivered,Website,Debit Card,Europe,0.05
516010,14486,2010-07-16,Delivered,Website,Credit Card,Europe,0.0
516011,14911,2010-07-16,Delivered,Website,Credit Card,Europe,0.0
516012,17001,2010-07-16,Delivered,Social Media,Debit Card,Europe,0.1
516015,16019,2010-07-16,Delivered,Website,Debit Card,Europe,0.0
516018,17930,2010-07-16,Delivered,Mobile App,PayPal,Europe,0.0
516019,17694,2010-07-16,Delivered,Mobile App,Gift Card,Europe,0.15
516020,16746,2010-07-16,Delivered,Social Media,PayPal,Europe,0.0
516022,18102,2010-07-16,Delivered,Website,Credit Card,Europe,0.0
516027,16175,2010-07-16,Delivered,Website,PayPal,Europe,0.0
516030,15759,2010-07-16,Delivered,Website,Debit Card,Europe,0.0
516033,15981,2010-07-16,Delivered,Website,Debit Card,Europe,0.0
516040,15615,2010-07-16,Delivered,Website,Bank Transfer,Europe,0.05
516058,14430,2010-07-16,Delivered,Email Campaign,PayPal,Europe,0.05
516059,14430,2010-07-16,Delivered,Mobile App,PayPal,Europe,0.1
516060,16143,2010-07-16,Delivered,Mobile App,Credit Card,Europe,0.05
516061,16570,2010-07-16,Delivered,Mobile App,Bank Transfer,Europe,0.0
516079,14739,2010-07-16,Delivered,Website,PayPal,Europe,0.0
516097,16946,2010-07-16,Delivered,Website,Credit Card,Europe,0.15
516105,16170,2010-07-16,Delivered,Referral,Credit Card,Europe,0.0
516106,17683,2010-07-16,Delivered,Email Campaign,Credit Card,Europe,0.15
516107,17611,2010-07-16,Delivered,Social Media,Credit Card,Europe,0.0
516108,14083,2010-07-16,Delivered,Email Campaign,PayPal,Europe,0.0
516109,16774,2010-07-16,Delivered,Website,Credit Card,Europe,0.0
516110,13211,2010-07-16,Delivered,Website,Bank Transfer,Europe,0.0
516111,13728,2010-07-16,Delivered,Website,PayPal,Europe,0.15
516112,13958,2010-07-16,Delivered,Website,Credit Card,Europe,0.0
516113,13958,2010-07-16,Delivered,Website,Debit Card,Europe,0.05
516114,12982,2010-07-16,Delivered,Mobile App,Credit Card,Europe,0.0
516115,14615,2010-07-16,Delivered,Mobile App,Credit Card,Europe,0.05
516116,15452,2010-07-16,Delivered,Social Media,Credit Card,Europe,0.0
516117,14766,2010-07-16,Delivered,Email Campaign,Debit Card,Europe,0.1
516119,14156,2010-07-16,Delivered,Social Media,Bank Transfer,Europe,0.1
516120,12415,2010-07-16,Delivered,Website,Bank Transfer,Asia-Pacific,0.0
516129,15985,2010-07-16,Delivered,Website,PayPal,Europe,0.15
516130,13959,2010-07-16,Delivered,Mobile App,Debit Card,Europe,0.0
516131,12709,2010-07-16,Delivered,Website,Bank Transfer,Europe,0.15
516132,16767,2010-07-16,Delivered,Website,Debit Card,Europe,0.0
516133,17716,2010-07-16,Delivered,Website,Credit Card,Europe,0.15
516135,13998,2010-07-16,Delivered,Website,PayPal,Europe,0.0
516136,17402,2010-07-16,Delivered,Mobile App,Bank Transfer,Europe,0.1
516137,17680,2010-07-16,Delivered,Website,Credit Card,Europe,0.2
516138,16670,2010-07-16,Delivered,Mobile App,Credit Card,Europe,0.15
516139,18231,2010-07-16,Delivered,Mobile App,Credit Card,Europe,0.0
516140,12977,2010-07-16,Delivered,Website,Credit Card,Europe,0.0
516141,16128,2010-07-16,Delivered,Website,Credit Card,Europe,0.05
516142,12977,2010-07-16,Delivered,Website,Debit Card,Europe,0.05
516145,13074,2010-07-16,Delivered,Website,Bank Transfer,Europe,0.0
516147,17243,2010-07-18,Delivered,Email Campaign,Bank Transfer,Europe,0.1
516148,18021,2010-07-18,Delivered,Email Campaign,Bank Transfer,Europe,0.0
516150,13542,2010-07-18,Delivered,Mobile App,Credit Card,Europe,0.05
516151,15938,2010-07-18,Delivered,Website,Credit Card,Europe,0.0
516152,16344,2010-07-18,Delivered,Mobile App,Credit Card,Europe,0.0
516153,13798,2010-07-18,Delivered,Mobile App,Bank Transfer,Europe,0.0
516154,17541,2010-07-18,Delivered,Mobile App,Credit Card,Europe,0.05
516155,12748,2010-07-18,Delivered,Mobile App,Debit Card,Europe,0.0
516156,14205,2010-07-18,Delivered,Mobile App,Credit Card,Europe,0.1
516157,17261,2010-07-18,Delivered,Mobile App,Credit Card,Europe,0.15
516158,16950,2010-07-18,Delivered,Mobile App,Credit Card,Europe,0.0
516161,14563,2010-07-18,Delivered,Website,PayPal,Europe,0.1
516162,14553,2010-07-18,Delivered,Email Campaign,Credit Card,Europe,0.05
516163,14553,2010-07-18,Delivered,Website,Credit Card,Europe,0.0
516164,15151,2010-07-18,Delivered,Website,Credit Card,Europe,0.05
516165,13566,2010-07-18,Delivered,Referral,PayPal,Europe,0.1
516166,15095,2010-07-18,Delivered,Social Media,Debit Card,Europe,0.2
516167,17339,2010-07-18,Delivered,Website,Bank Transfer,Europe,0.05
516168,15547,2010-07-18,Delivered,Website,Debit Card,Europe,0.1
516169,15218,2010-07-18,Delivered,Website,Credit Card,Europe,0.05
516170,15189,2010-07-18,Delivered,Mobile App,Debit Card,Europe,0.05
516171,16496,2010-07-18,Delivered,Email Campaign,Debit Card,Europe,0.0
516172,16496,2010-07-18,Delivered,Social Media,PayPal,Europe,0.0
516173,13288,2010-07-18,Delivered,Mobile App,Bank Transfer,Europe,0.0
516174,15633,2010-07-18,Delivered,Website,PayPal,Europe,0.05
516175,13199,2010-07-18,Delivered,Mobile App,Debit Card,Europe,0.0
